, income_annum, loan_amount, loan_term, cibil_score,approved
3363,3900000,10800000,20,433,0
3364,5200000,16300000,6,524,0
3365,7800000,24400000,20,490,0
3366,5400000,14300000,4,595,1
3367,2900000,11000000,2,835,1
3368,7100000,28300000,6,850,1
3369,800000,2500000,4,409,1
3370,3400000,12800000,10,760,1
3371,6800000,17600000,14,344,0
3372,7000000,27100000,12,881,1
3373,9300000,24500000,10,600,1
3374,7500000,19900000,10,790,1
3375,8000000,31200000,20,392,0
3376,1600000,4100000,2,748,1
3377,6700000,18800000,6,798,1
3378,3800000,11400000,4,323,1
3379,2700000,5400000,6,413,0
3380,1300000,2900000,8,733,1
3381,3400000,10500000,16,543,0
3382,3400000,10900000,14,757,1
3383,2400000,6800000,8,464,0
3384,1900000,6900000,4,749,1
3385,700000,2200000,6,680,1
3386,6900000,20900000,4,574,1
3387,300000,800000,18,774,1
3388,6000000,18700000,10,387,0
3389,4300000,16400000,20,397,0
3390,5800000,13500000,14,816,1
3391,3300000,6700000,8,845,1
3392,400000,1500000,4,743,1
3393,300000,600000,4,418,0
3394,4200000,10700000,6,466,0
3395,600000,2300000,12,335,0
3396,4400000,15200000,6,446,0
3397,9200000,29400000,2,868,1
3398,6900000,25300000,4,763,1
3399,5100000,13700000,14,527,0
3400,3400000,12700000,2,741,1
3401,8600000,26800000,12,802,1
3402,9200000,28900000,8,538,0
3403,4800000,16300000,4,523,1
3404,2800000,8300000,14,381,0
3405,3400000,7000000,4,534,0
3406,800000,2200000,14,574,1
3407,4100000,11100000,6,405,0
3408,1900000,3800000,16,542,0
3409,6700000,25400000,14,820,1
3410,5200000,13400000,2,505,0
3411,6700000,16400000,2,508,0
3412,4700000,15000000,20,835,1
3413,6000000,22000000,12,826,1
3414,6500000,18900000,12,427,0
3415,500000,2000000,12,890,1
3416,5700000,13300000,2,333,0
3417,6800000,20000000,12,679,1
3418,3100000,12300000,18,805,1
3419,5100000,11000000,16,826,1
3420,6300000,23900000,10,844,1
3421,4400000,14100000,10,663,1
3422,8100000,21900000,6,884,1
3423,1100000,3700000,2,508,1
3424,2400000,6900000,4,581,1
3425,7000000,26300000,12,481,0
3426,8700000,30000000,12,543,0
3427,3500000,12600000,10,448,0
3428,1600000,5300000,4,713,1
3429,7800000,17300000,16,493,0
3430,3700000,9200000,10,819,1
3431,400000,1400000,18,827,1
3432,4800000,15700000,10,398,0
3433,2900000,7500000,18,692,1
3434,5000000,14600000,18,509,0
3435,7600000,18100000,16,439,0
3436,3000000,9400000,4,622,1
3437,200000,700000,18,526,0
3438,6800000,19000000,8,865,1
3439,9700000,27400000,2,328,0
3440,1200000,4200000,4,768,1
3441,7400000,24000000,16,854,1
3442,6900000,20800000,4,839,1
3443,9100000,23300000,18,414,0
3444,1300000,4700000,16,530,0
3445,6600000,14600000,10,841,1
3446,1800000,5700000,14,670,1
3447,8200000,20900000,14,726,1
3448,2800000,8300000,14,352,0
3449,7000000,16000000,4,554,1
3450,700000,1800000,18,728,1
3451,7400000,25500000,6,463,0
3452,2300000,5000000,10,431,0
3453,600000,1900000,8,445,0
3454,1000000,3000000,4,896,1
3455,2200000,5200000,8,420,0
3456,8000000,30900000,2,315,1
3457,8600000,20900000,10,867,1
3458,7500000,26000000,2,342,1
3459,5200000,11800000,18,711,1
3460,7900000,20900000,2,723,1
3461,4200000,11300000,4,704,1
3462,6500000,20200000,16,842,1
3463,7400000,15200000,12,600,1
3464,9100000,25600000,12,688,1
3465,800000,2300000,16,739,1
3466,800000,2800000,10,798,1
3467,4100000,9900000,4,319,0
3468,4200000,8700000,6,583,1
3469,4800000,11500000,12,535,0
3470,8300000,25900000,8,696,1
3471,7600000,23900000,8,672,1
3472,5100000,12300000,20,410,0
3473,3600000,11600000,14,546,0
3474,5400000,16800000,16,550,1
3475,700000,1400000,4,344,0
3476,9800000,38200000,10,743,1
3477,9700000,36400000,4,772,1
3478,9400000,29900000,12,302,0
3479,3200000,9100000,18,376,0
3480,3700000,11600000,10,747,1
3481,4200000,15800000,6,710,1
3482,7000000,24200000,6,892,1
3483,3200000,11500000,16,492,0
3484,7900000,17700000,2,559,1
3485,2200000,8300000,18,314,0
3486,2700000,8400000,6,744,1
3487,6800000,18000000,12,690,1
3488,6300000,23300000,4,347,1
3489,9000000,31400000,2,677,1
3490,4700000,15700000,4,468,1
3491,8100000,17500000,4,674,1
3492,9000000,27300000,14,353,0
3493,3800000,14100000,8,727,1
3494,8800000,22200000,10,512,0
3495,8700000,27200000,18,454,0
3496,5000000,12400000,14,315,0
3497,6000000,22700000,10,480,0
3498,9100000,24200000,16,685,1
3499,7400000,17900000,6,460,0
3500,8300000,28400000,16,704,1
3501,7600000,23900000,12,692,1
3502,3500000,9600000,4,398,0
3503,1000000,3500000,18,882,1
3504,9900000,25900000,4,860,1
3505,5700000,15100000,18,330,0
3506,700000,2400000,16,447,0
3507,9600000,23800000,12,788,1
3508,9300000,28900000,6,526,0
3509,9500000,28400000,18,577,1
3510,8700000,23400000,16,372,0
3511,7300000,21000000,14,759,1
3512,4100000,12700000,10,465,0
3513,2900000,10200000,4,789,1
3514,7500000,17900000,2,680,1
3515,7900000,25700000,20,681,1
3516,6900000,22300000,16,673,1
3517,6900000,22900000,10,313,0
3518,4800000,18800000,16,551,1
3519,7700000,24400000,8,453,0
3520,6900000,22700000,4,650,1
3521,1200000,4500000,4,439,1
3522,2900000,9600000,4,658,1
3523,5500000,18900000,6,379,0
3524,3200000,10700000,4,450,1
3525,2600000,8200000,4,849,1
3526,500000,1600000,18,865,1
3527,1800000,6900000,10,853,0
3528,1300000,4900000,12,555,1
3529,9900000,20700000,20,821,1
3530,2000000,4700000,2,820,1
3531,5100000,15300000,4,721,1
3532,8200000,24000000,20,831,1
3533,4200000,12600000,18,571,1
3534,1300000,4900000,8,582,1
3535,4600000,13600000,18,487,0
3536,6600000,19700000,12,758,1
3537,8300000,30100000,16,636,1
3538,6900000,20700000,16,857,1
3539,4700000,12500000,8,678,1
3540,7900000,15800000,8,551,1
3541,8800000,24900000,16,668,1
3542,6500000,23400000,2,672,1
3543,3500000,13700000,4,439,1
3544,8200000,19600000,16,636,1
3545,2000000,6000000,14,393,0
3546,2700000,8200000,2,848,1
3547,5300000,17600000,4,790,1
3548,9900000,19900000,6,312,0
3549,5000000,19500000,14,775,1
3550,9100000,18600000,20,403,0
3551,7600000,26400000,14,867,1
3552,5200000,17800000,18,558,1
3553,1800000,6000000,4,548,1
3554,7300000,28200000,16,486,0
3555,3200000,11600000,6,635,1
3556,5200000,20700000,2,538,1
3557,7100000,28200000,14,496,0
3558,1400000,4800000,6,411,0
3559,2700000,10700000,6,857,1
3560,6500000,18100000,10,360,0
3561,9300000,35900000,18,461,0
3562,6700000,14900000,16,638,1
3563,6800000,19300000,6,865,1
3564,5600000,13600000,4,449,0
3565,1900000,4700000,2,870,1
3566,8400000,19500000,6,815,1
3567,2500000,7200000,16,454,0
3568,2900000,9900000,18,783,1
3569,3200000,7400000,2,543,0
3570,3000000,10900000,2,786,1
3571,800000,2500000,20,395,0
3572,400000,1300000,2,885,1
3573,4400000,10600000,20,488,0
3574,8700000,19900000,10,829,1
3575,7400000,15400000,6,677,1
3576,5700000,14400000,12,645,1
3577,9700000,27600000,10,788,1
3578,7000000,22400000,6,649,1
3579,8900000,23100000,4,519,0
3580,3100000,11200000,14,772,1
3581,2200000,6100000,12,330,0
3582,7100000,21500000,4,557,1
3583,8200000,19000000,6,334,0
3584,9800000,28400000,12,487,0
3585,3900000,9700000,8,539,0
3586,2200000,8100000,8,710,1
3587,600000,1700000,20,879,1
3588,6900000,22000000,10,512,0
3589,7400000,27300000,18,561,1
3590,4000000,11600000,6,539,0
3591,700000,2000000,18,544,0
3592,1900000,4600000,16,631,1
3593,2200000,6800000,20,546,0
3594,2000000,5600000,14,569,1
3595,7400000,17900000,6,384,0
3596,2300000,9000000,6,583,1
3597,4000000,15500000,12,517,0
3598,1500000,5800000,18,420,0
3599,5200000,12900000,18,644,1
3600,5400000,14500000,8,349,0
3601,7700000,25300000,18,662,1
3602,1900000,6400000,20,704,1
3603,6400000,15500000,2,324,0
3604,700000,1700000,18,757,1
3605,5800000,23000000,16,361,0
3606,1800000,5400000,4,415,1
3607,4300000,13800000,18,618,1
3608,8000000,27100000,8,524,0
3609,1100000,4100000,18,887,1
3610,8800000,31100000,12,729,1
3611,4800000,18600000,14,774,1
3612,200000,700000,20,724,1
3613,1400000,2700000,16,320,0
3614,2500000,6400000,16,590,1
3615,8100000,25300000,8,796,1
3616,6100000,19200000,6,890,1
3617,2000000,4600000,16,651,1
3618,4800000,10100000,12,634,1
3619,900000,2800000,2,660,1
3620,1300000,3500000,12,512,0
3621,4200000,9100000,2,900,1
3622,3300000,11100000,20,823,1
3623,8700000,28400000,12,880,1
3624,800000,2600000,2,439,1
3625,7400000,17100000,2,441,0
3626,6900000,18500000,6,360,0
3627,8800000,33700000,14,561,1
3628,8600000,32500000,4,758,1
3629,5400000,20600000,18,621,1
3630,2900000,5900000,18,621,1
3631,9800000,21000000,12,342,0
3632,3300000,10800000,4,552,1
3633,300000,500000,18,376,0
3634,1500000,4300000,12,801,1
3635,5400000,16300000,4,512,1
3636,6600000,15200000,18,497,0
3637,5700000,17200000,8,386,0
3638,8500000,26100000,2,683,1
3639,7400000,24100000,16,779,1
3640,7800000,17700000,6,876,1
3641,7200000,16500000,18,515,0
3642,7600000,19300000,12,463,0
3643,7000000,26700000,4,486,1
3644,5700000,13000000,6,328,0
3645,8200000,30600000,10,343,0
3646,9000000,27800000,8,712,1
3647,3900000,11900000,6,607,1
3648,6500000,16200000,4,812,1
3649,2300000,7700000,16,589,1
3650,5700000,21800000,18,657,1
3651,800000,2800000,12,453,0
3652,8400000,19700000,14,889,1
3653,4300000,17200000,4,564,1
3654,300000,900000,20,419,0
3655,8700000,34000000,16,663,1
3656,4400000,12100000,4,884,1
3657,5600000,16800000,16,528,0
3658,600000,1300000,12,475,0
3659,2500000,5100000,20,695,1
3660,3800000,10500000,10,759,1
3661,2500000,9600000,4,636,1
3662,5500000,20400000,10,546,0
3663,4500000,17100000,2,639,1
3664,1900000,4000000,10,388,0
3665,6400000,20000000,12,594,1
3666,3800000,11100000,6,760,1
3667,6300000,16900000,16,582,1
3668,300000,600000,6,896,1
3669,7100000,21800000,18,891,1
3670,600000,1700000,2,495,0
3671,4400000,15300000,16,865,1
3672,7600000,20800000,12,775,1
3673,8700000,26400000,10,318,0
3674,5600000,12700000,12,395,0
3675,4100000,13100000,14,772,1
3676,7900000,16100000,18,318,0
3677,5600000,20900000,14,649,1
3678,1200000,3100000,10,438,0
3679,6900000,19700000,6,588,1
3680,2700000,5600000,2,815,1
3681,9800000,22100000,4,364,0
3682,9300000,32300000,4,586,1
3683,6700000,25300000,12,555,1
3684,1300000,4600000,10,312,0
3685,7900000,17100000,16,605,1
3686,6700000,23200000,18,672,1
3687,2100000,4500000,18,591,1
3688,4700000,11000000,4,321,0
3689,3700000,13400000,16,393,0
3690,5800000,21800000,2,561,1
3691,2400000,6900000,20,725,1
3692,8100000,27600000,16,438,0
3693,5400000,21400000,12,399,0
3694,1400000,5400000,8,592,1
3695,2500000,8600000,8,835,1
3696,1600000,5300000,4,733,1
3697,3700000,10600000,20,484,0
3698,500000,1800000,20,615,1
3699,5300000,19500000,4,591,1
3700,2800000,6800000,12,349,0
3701,9600000,29900000,18,478,0
3702,2200000,7800000,20,633,1
3703,8400000,30900000,8,378,0
3704,2100000,5300000,20,461,0
3705,2800000,7000000,2,834,1
3706,2500000,5800000,20,671,1
3707,1700000,5800000,10,524,0
3708,6100000,20700000,4,816,1
3709,4100000,11700000,10,729,1
3710,4500000,12700000,8,307,0
3711,5600000,19100000,8,350,0
3712,5800000,16600000,10,444,0
3713,8600000,26700000,10,895,1
3714,2900000,10500000,20,708,1
3715,8300000,17600000,2,355,0
3716,2400000,5100000,6,756,1
3717,5600000,12000000,4,719,1
3718,9500000,35400000,14,439,0
3719,4900000,15900000,10,668,1
3720,5900000,16500000,2,765,1
3721,500000,1500000,4,476,1
3722,7000000,21700000,14,781,1
3723,3500000,12700000,4,350,1
3724,5200000,12200000,16,783,1
3725,6300000,19900000,12,770,1
3726,8400000,28300000,10,822,1
3727,7500000,22500000,14,469,0
3728,3300000,13000000,16,300,0
3729,8800000,22400000,14,692,1
3730,200000,700000,18,707,1
3731,8000000,29100000,4,658,1
3732,1000000,4000000,6,625,1
3733,9400000,26700000,10,343,0
3734,2100000,7300000,18,358,0
3735,5400000,11500000,20,705,1
3736,4700000,15100000,8,799,1
3737,8800000,33700000,12,397,0
3738,3200000,12200000,6,493,0
3739,7200000,21900000,4,446,1
3740,2500000,7200000,16,315,0
3741,6900000,15700000,14,887,1
3742,5700000,20500000,16,429,0
3743,5500000,15100000,18,673,1
3744,9200000,29100000,10,731,1
3745,5700000,11500000,2,732,1
3746,5000000,16400000,14,525,0
3747,2300000,5500000,6,343,0
3748,3000000,11000000,16,331,0
3749,7900000,26200000,18,845,1
3750,2000000,6200000,16,696,1
3751,2700000,8700000,14,772,1
3752,6400000,15800000,18,628,1
3753,8200000,19100000,2,764,1
3754,2800000,6900000,14,553,1
3755,8900000,20000000,2,653,1
3756,5100000,20000000,4,506,1
3757,2800000,8500000,20,431,0
3758,6100000,12300000,18,697,1
3759,8400000,24500000,6,588,1
3760,1600000,5600000,6,846,1
3761,4100000,11000000,14,379,0
3762,300000,700000,10,745,1
3763,9600000,34500000,20,523,0
3764,8300000,25400000,4,624,1
3765,4600000,16700000,16,407,0
3766,5600000,11600000,12,756,1
3767,4100000,8300000,16,351,0
3768,3700000,13400000,18,373,0
3769,800000,2400000,2,461,1
3770,8100000,28100000,12,672,1
3771,2700000,9500000,10,434,0
3772,7000000,21400000,12,541,0
3773,8100000,29300000,2,413,1
3774,3200000,7600000,4,592,1
3775,400000,1400000,10,665,1
3776,7800000,23900000,4,313,1
3777,5800000,19600000,14,673,1
3778,2600000,6000000,8,382,0
3779,5400000,21100000,12,661,1
3780,600000,1700000,4,576,1
3781,600000,1200000,14,443,0
3782,9500000,21700000,16,307,0
3783,1900000,4800000,12,656,1
3784,9800000,21200000,4,885,1
3785,7800000,16600000,20,896,1
3786,4900000,14100000,2,802,1
3787,8300000,22700000,2,650,1
3788,3900000,8900000,10,665,1
3789,9000000,35700000,12,339,0
3790,9600000,32400000,20,447,0
3791,1000000,2400000,18,613,1
3792,2800000,7200000,16,424,0
3793,8300000,20800000,6,667,1
3794,6900000,18300000,18,715,1
3795,3800000,9100000,18,654,1
3796,8000000,17800000,20,549,0
3797,9800000,29700000,4,373,1
3798,2900000,7200000,16,332,0
3799,7900000,31500000,20,534,0
3800,4600000,17900000,8,396,0
3801,1000000,3700000,18,892,1
3802,9000000,21300000,14,602,1
3803,9400000,36100000,10,615,1
3804,7400000,23300000,20,482,0
3805,6600000,20100000,16,397,0
3806,1300000,3400000,10,464,0
3807,1100000,3400000,14,832,1
3808,9200000,34800000,12,802,1
3809,7000000,23900000,18,628,1
3810,5100000,18800000,10,694,1
3811,3200000,9300000,20,741,1
3812,3700000,10900000,14,748,1
3813,3600000,12800000,4,320,1
3814,5600000,11700000,10,774,1
3815,9500000,32000000,2,500,1
3816,1500000,4000000,18,706,1
3817,7400000,18300000,10,601,1
3818,6000000,17400000,16,806,1
3819,3000000,9600000,6,644,1
3820,6000000,12900000,14,723,1
3821,600000,1500000,12,509,0
3822,1800000,6600000,4,898,1
3823,5500000,12000000,2,567,1
3824,1000000,2100000,6,715,1
3825,1700000,3500000,10,854,1
3826,3400000,12300000,8,523,0
3827,9600000,35900000,8,534,0
3828,2600000,7600000,18,470,0
3829,1600000,3500000,18,619,1
3830,4300000,12800000,20,572,1
3831,1400000,3500000,16,365,0
3832,8000000,18000000,16,791,1
3833,5000000,18100000,12,424,0
3834,4500000,10200000,12,726,1
3835,3400000,9900000,2,736,1
3836,5700000,12800000,14,488,0
3837,2600000,7600000,10,400,0
3838,4500000,12200000,20,311,0
3839,5100000,16800000,2,504,1
3840,5100000,18600000,20,312,0
3841,1700000,6500000,14,587,1
3842,5200000,10500000,20,317,0
3843,8400000,29000000,2,463,1
3844,9000000,34000000,16,842,1
3845,3400000,11800000,20,616,1
3846,5400000,19400000,8,800,1
3847,700000,2100000,12,813,1
3848,7600000,24800000,12,564,1
3849,5000000,14700000,12,837,1
3850,2500000,9400000,16,735,1
3851,2000000,5200000,16,724,1
3852,9000000,23900000,12,658,1
3853,8300000,31800000,16,858,1
3854,3100000,8500000,8,614,1
3855,8500000,25600000,16,714,1
3856,1200000,4600000,20,605,1
3857,2800000,5500000,8,875,1
3858,2800000,10900000,6,359,0
3859,6500000,24100000,6,441,0
3860,8700000,25200000,18,790,1
3861,5400000,13600000,4,821,1
3862,8600000,33300000,16,375,0
3863,4700000,9600000,10,545,0
3864,1100000,3900000,4,891,1
3865,6400000,14000000,8,486,0
3866,4300000,9900000,4,696,1
3867,2900000,11100000,4,683,1
3868,9600000,27100000,8,594,1
3869,900000,2500000,20,529,0
3870,8100000,26300000,4,429,1
3871,8800000,25000000,4,400,0
3872,8800000,17500000,4,848,1
3873,6400000,21500000,6,489,0
3874,2900000,6600000,10,326,0
3875,1600000,6100000,8,663,1
3876,1600000,5100000,18,729,1
3877,3100000,10700000,4,398,1
3878,5600000,16700000,14,856,1
3879,8100000,19900000,20,347,0
3880,9100000,19300000,12,696,1
3881,5500000,17100000,8,353,0
3882,9700000,34300000,20,756,1
3883,2300000,5400000,16,490,0
3884,5600000,18000000,10,531,0
3885,4500000,16600000,4,679,1
3886,500000,1800000,8,877,1
3887,4200000,11000000,20,817,1
3888,9100000,23300000,18,792,1
3889,3200000,12800000,18,664,1
3890,6200000,21300000,16,882,1
3891,2500000,7700000,10,768,1
3892,9100000,27100000,12,787,1
3893,500000,900000,12,538,0
3894,6900000,18000000,8,347,0
3895,1800000,5200000,16,317,0
3896,4000000,14500000,2,713,1
3897,3900000,12300000,10,683,1
3898,8000000,28100000,18,765,1
3899,900000,3200000,10,803,1
3900,8200000,29700000,6,405,0
3901,2300000,4900000,4,529,0
3902,6900000,19400000,6,801,1
3903,8800000,30700000,12,707,1
3904,2600000,7200000,8,349,0
3905,3700000,8700000,20,885,1
3906,6200000,23800000,4,489,1
3907,1000000,2600000,6,341,0
3908,6000000,20000000,12,637,1
3909,9100000,31400000,4,304,1
3910,1700000,6700000,16,537,0
3911,1700000,4600000,12,503,0
3912,7100000,14300000,12,720,1
3913,9400000,36800000,10,509,0
3914,6200000,16400000,6,360,0
3915,8300000,31800000,16,818,1
3916,8900000,21200000,8,716,1
3917,6500000,14800000,12,360,0
3918,8100000,26700000,10,895,1
3919,4900000,13500000,8,328,0
3920,9100000,26600000,2,812,1
3921,9000000,33100000,16,456,0
3922,1300000,3900000,16,566,1
3923,6700000,25000000,20,598,1
3924,3200000,9300000,6,656,1
3925,7500000,28700000,2,895,1
3926,4900000,12800000,14,653,1
3927,700000,1800000,16,641,1
3928,6400000,16500000,8,544,0
3929,3900000,14100000,20,811,1
3930,9700000,26900000,10,460,0
3931,3600000,12500000,12,795,1
3932,3400000,10300000,4,745,1
3933,9800000,20100000,16,606,1
3934,5100000,14200000,6,451,0
3935,5900000,11800000,8,479,0
3936,1200000,2400000,14,495,0
3937,9700000,30200000,14,769,1
3938,4700000,11800000,4,639,1
3939,4200000,12500000,18,723,1
3940,9300000,26100000,16,623,1
3941,5300000,20800000,6,487,0
3942,7600000,30100000,2,743,1
3943,6200000,16900000,12,754,1
3944,8900000,21600000,10,552,1
3945,7900000,27300000,10,560,1
3946,3500000,10800000,14,632,1
3947,5300000,16700000,18,339,0
3948,1400000,3100000,4,881,1
3949,9100000,23600000,20,535,0
3950,4400000,17200000,4,563,1
3951,2800000,8200000,14,615,1
3952,1300000,3300000,8,795,1
3953,8400000,28700000,14,878,1
3954,5300000,14000000,6,633,1
3955,6000000,13900000,4,533,0
3956,2100000,6800000,12,795,1
3957,4300000,11000000,4,374,0
3958,7300000,22900000,12,848,1
3959,5200000,16200000,12,890,1
3960,4700000,9800000,14,444,0
3961,7800000,28500000,4,803,1
3962,500000,1900000,18,618,1
3963,6000000,20300000,14,845,1
3964,4800000,10800000,12,833,1
3965,8900000,19300000,12,767,1
3966,1800000,4000000,16,747,1
3967,3000000,7000000,4,588,1
3968,7700000,24500000,20,582,1
3969,8300000,20400000,14,348,0
3970,4200000,9400000,4,726,1
3971,8000000,31200000,6,482,0
3972,9400000,30000000,16,565,1
3973,800000,2400000,16,872,1
3974,500000,1300000,4,825,1
3975,6100000,22300000,8,694,1
3976,8500000,30800000,20,448,0
3977,7600000,18000000,12,452,0
3978,8700000,17900000,12,897,1
3979,9400000,20200000,10,803,1
3980,400000,900000,8,828,1
3981,2700000,7500000,6,832,1
3982,2300000,5500000,6,861,1
3983,7500000,15900000,2,535,0
3984,7100000,19400000,16,363,0
3985,8800000,28600000,8,631,1
3986,8400000,20700000,6,513,0
3987,4700000,16200000,16,317,0
3988,6900000,19500000,2,809,1
3989,2400000,8200000,10,531,0
3990,1600000,4800000,14,544,0
3991,3500000,7800000,14,366,0
3992,3700000,12700000,14,797,1
3993,3200000,12000000,16,597,1
3994,7000000,22500000,12,632,1
3995,9300000,28300000,12,741,1
3996,200000,800000,20,331,0
3997,6900000,16500000,8,426,0
3998,9000000,26500000,8,533,0
3999,6900000,22700000,16,394,0
4000,7500000,25100000,14,877,1
4001,9200000,28000000,8,527,0
4002,4600000,12700000,8,468,0
4003,5000000,19600000,18,611,1
4004,4500000,17200000,6,832,1
4005,7900000,22700000,18,508,0
4006,5100000,13500000,20,840,1
4007,3700000,7600000,14,794,1
4008,5300000,17800000,12,889,1
4009,200000,500000,16,765,1
4010,9000000,18600000,16,518,0
4011,6900000,17100000,4,694,1
4012,700000,2300000,8,663,1
4013,2500000,8900000,2,662,1
4014,4600000,14400000,14,642,1
4015,1000000,3900000,10,701,1
4016,9200000,30100000,6,632,1
4017,2200000,4400000,2,861,1
4018,9700000,33300000,12,784,1
4019,5500000,18200000,4,332,1
4020,1300000,3400000,2,763,1
4021,7900000,19100000,2,593,1
4022,4300000,8800000,6,512,0
4023,3800000,13300000,6,655,1
4024,8700000,24700000,8,369,0
4025,1300000,3100000,14,348,0
4026,6800000,16800000,10,736,1
4027,9100000,24000000,20,353,0
4028,3000000,11300000,16,478,0
4029,1200000,3000000,4,827,1
4030,5000000,16900000,12,517,0
4031,9700000,24700000,18,648,1
4032,7000000,23800000,10,689,1
4033,4100000,9100000,20,550,1
4034,5300000,12900000,20,826,1
4035,7300000,19200000,14,599,1
4036,6500000,18500000,16,815,1
4037,600000,1400000,4,761,1
4038,5200000,15000000,20,432,0
4039,2800000,9200000,18,442,0
4040,7800000,23300000,6,620,1
4041,3000000,6500000,4,476,0
4042,9300000,34900000,6,837,1
4043,5100000,18000000,6,510,0
4044,4300000,16100000,18,849,1
4045,1100000,2100000,8,737,1
4046,6500000,16200000,10,809,1
4047,6400000,23000000,8,520,0
4048,7400000,22500000,16,834,1
4049,8700000,32100000,8,397,0
4050,9200000,24700000,14,438,0
4051,6200000,19700000,18,820,1
4052,1200000,4600000,20,323,0
4053,7000000,20300000,14,837,1
4054,3800000,10100000,2,571,1
4055,4900000,16300000,14,479,0
4056,7800000,22100000,6,533,0
4057,7400000,17200000,8,899,1
4058,7000000,26600000,16,460,0
4059,4900000,12500000,2,636,1
4060,5800000,20600000,20,434,0
4061,2000000,6900000,18,516,0
4062,8300000,24600000,2,382,0
4063,1000000,2800000,12,616,1
4064,5500000,11600000,6,745,1
4065,1400000,3400000,6,697,1
4066,3700000,12300000,6,364,0
4067,2100000,6900000,2,566,1
4068,6200000,21900000,12,462,0
4069,9300000,31900000,2,331,1
4070,5100000,10300000,12,839,1
4071,7000000,14000000,4,702,1
4072,5300000,17900000,2,580,1
4073,900000,2800000,10,560,1
4074,9400000,25700000,14,845,1
4075,2600000,8500000,4,392,1
4076,1500000,4900000,16,387,0
4077,1800000,6300000,12,749,1
4078,7800000,20000000,14,727,1
4079,2100000,7400000,14,656,1
4080,8300000,17500000,20,643,1
4081,4400000,16800000,4,307,1
4082,2300000,5000000,16,588,1
4083,7700000,22300000,20,895,1
4084,9300000,29400000,10,351,0
4085,5900000,16400000,12,891,1
4086,1900000,4900000,4,442,0
4087,6900000,19500000,20,686,1
4088,2100000,8200000,20,432,0
4089,8200000,20900000,14,766,1
4090,7700000,17200000,6,561,1
4091,7700000,19000000,2,539,0
4092,700000,1400000,6,759,1
4093,7100000,18200000,8,750,1
4094,3900000,13600000,10,373,0
4095,5200000,20500000,10,407,0
4096,5500000,20200000,14,611,1
4097,2600000,6300000,10,783,1
4098,7300000,24000000,18,651,1
4099,8700000,31100000,16,760,0
4100,9000000,22700000,16,793,1
4101,400000,800000,16,685,1
4102,3300000,10700000,8,806,1
4103,6300000,17800000,12,770,1
4104,7000000,23600000,14,663,1
4105,2100000,8100000,4,592,1
4106,7600000,26300000,18,580,1
4107,8200000,17500000,4,609,1
4108,9200000,23200000,8,380,0
4109,3800000,12100000,20,364,0
4110,3200000,8900000,12,866,1
4111,9700000,31700000,10,342,0
4112,4700000,14400000,16,884,1
4113,3800000,12500000,18,859,1
4114,400000,1000000,20,692,1
4115,3200000,6800000,16,675,1
4116,3900000,12700000,8,886,1
4117,3500000,13100000,10,477,0
4118,2200000,8300000,6,596,1
4119,6400000,19700000,20,400,0
4120,9100000,19900000,2,711,1
4121,3300000,8900000,2,418,0
4122,7800000,21800000,8,517,0
4123,6200000,16200000,6,508,0
4124,7000000,26100000,18,689,1
4125,9200000,28200000,12,455,0
4126,7500000,20800000,6,617,1
4127,5300000,13200000,10,500,0
4128,6800000,22800000,14,382,0
4129,7900000,20800000,18,538,0
4130,6200000,14900000,8,855,1
4131,1000000,3000000,18,614,1
4132,7800000,25400000,10,513,0
4133,3000000,8800000,14,402,0
4134,5700000,15000000,20,819,1
4135,6600000,25400000,12,622,1
4136,7100000,18200000,4,790,1
4137,1300000,4800000,14,808,1
4138,5200000,16800000,18,369,0
4139,5600000,20300000,4,330,1
4140,7100000,16500000,14,857,1
4141,5100000,19100000,8,457,0
4142,7600000,29300000,8,843,1
4143,2500000,5400000,6,463,0
4144,6900000,22800000,16,582,1
4145,3100000,6500000,2,391,0
4146,9700000,35100000,20,612,1
4147,5800000,12600000,2,859,1
4148,7600000,18600000,18,779,1
4149,700000,2800000,2,561,1
4150,2300000,5600000,18,420,0
4151,1600000,3300000,8,609,1
4152,8100000,19300000,14,821,1
4153,7700000,17100000,14,603,1
4154,1500000,3400000,10,778,1
4155,7400000,23500000,2,460,1
4156,8900000,27100000,18,363,0
4157,2400000,5300000,16,482,0
4158,5600000,20300000,4,772,1
4159,5900000,14400000,6,745,1
4160,1600000,3300000,2,513,0
4161,1100000,4000000,2,362,1
4162,6600000,25600000,6,740,1
4163,8900000,24400000,10,774,1
4164,6400000,16400000,20,555,1
4165,8200000,17300000,12,588,1
4166,500000,1300000,14,619,1
4167,9700000,31600000,18,607,1
4168,7100000,16700000,4,435,0
4169,1400000,3400000,14,835,1
4170,7200000,28100000,14,767,1
4171,8400000,26200000,14,643,1
4172,4300000,13900000,2,894,1
4173,8800000,29800000,8,343,0
4174,4000000,15100000,8,800,1
4175,6900000,17900000,18,494,0
4176,9600000,33000000,14,336,0
4177,6900000,16500000,16,785,1
4178,3600000,13400000,16,732,1
4179,1900000,4600000,12,587,1
4180,9700000,30800000,18,471,0
4181,1200000,4100000,8,497,0
4182,400000,1600000,16,784,1
4183,6600000,21500000,18,471,0
4184,1500000,3300000,4,763,1
4185,3500000,9500000,2,655,1
4186,4000000,8600000,4,667,1
4187,4100000,14100000,8,367,0
4188,5800000,18500000,16,436,0
